"concept_code_1","concept_code_2","relationship_id"
"2-2910-988","2-2910","value of item"
"2-2910-010","2-2910","value of item"
"2-2910-110","2-2910","value of item"
"2-2910-111","2-2910","value of item"
"2-2910-100","2-2910","value of item"
"2-2910-011","2-2910","value of item"
"2-2910-101","2-2910","value of item"
"2-2910-999","2-2910","value of item"
"2-2910-000","2-2910","value of item"
"89-2910-001","89-2910","value of item"
"89-2910-988","89-2910","value of item"
"89-2910-010","89-2910","value of item"
"89-2910-110","89-2910","value of item"
"89-2910-111","89-2910","value of item"
"89-2910-100","89-2910","value of item"
"89-2910-011","89-2910","value of item"
"89-2910-101","89-2910","value of item"
"89-2910-999","89-2910","value of item"
"89-2910-000","89-2910","value of item"
"31-2910-001","31-2910","value of item"
"31-2910-988","31-2910","value of item"
"31-2910-010","31-2910","value of item"
"31-2910-110","31-2910","value of item"
"31-2910-111","31-2910","value of item"
"31-2910-100","31-2910","value of item"
"31-2910-011","31-2910","value of item"
"31-2910-101","31-2910","value of item"
"31-2910-999","31-2910","value of item"
"31-2910-000","31-2910","value of item"
"23-2910-001","23-2910","value of item"
"23-2910-988","23-2910","value of item"
"23-2910-010","23-2910","value of item"
"23-2910-110","23-2910","value of item"
"23-2910-111","23-2910","value of item"
"23-2910-100","23-2910","value of item"
"23-2910-011","23-2910","value of item"
"23-2910-101","23-2910","value of item"
"23-2910-999","23-2910","value of item"
"23-2910-000","23-2910","value of item"
"38-2910-001","38-2910","value of item"
"38-2910-988","38-2910","value of item"
"38-2910-010","38-2910","value of item"
"38-2910-110","38-2910","value of item"
"38-2910-111","38-2910","value of item"
"38-2910-100","38-2910","value of item"
"38-2910-011","38-2910","value of item"
"38-2910-101","38-2910","value of item"
"38-2910-999","38-2910","value of item"
"38-2910-000","38-2910","value of item"
"8-2910-001","8-2910","value of item"
"8-2910-988","8-2910","value of item"
"8-2910-010","8-2910","value of item"
"8-2910-110","8-2910","value of item"
"8-2910-111","8-2910","value of item"
"8-2910-100","8-2910","value of item"
"8-2910-011","8-2910","value of item"
"8-2910-101","8-2910","value of item"
"8-2910-999","8-2910","value of item"
"8-2910-000","8-2910","value of item"
"4-2910-001","4-2910","value of item"
"4-2910-988","4-2910","value of item"
"4-2910-010","4-2910","value of item"
"4-2910-110","4-2910","value of item"
"4-2910-111","4-2910","value of item"
"4-2910-100","4-2910","value of item"
"4-2910-011","4-2910","value of item"
"4-2910-101","4-2910","value of item"
"4-2910-999","4-2910","value of item"
"4-2910-000","4-2910","value of item"
"76-2910-001","76-2910","value of item"
"76-2910-988","76-2910","value of item"
"76-2910-010","76-2910","value of item"
"76-2910-110","76-2910","value of item"
"76-2910-111","76-2910","value of item"
"76-2910-100","76-2910","value of item"
"76-2910-011","76-2910","value of item"
"76-2910-101","76-2910","value of item"
"76-2910-999","76-2910","value of item"
"76-2910-000","76-2910","value of item"
"78-2910-001","78-2910","value of item"
"78-2910-988","78-2910","value of item"
"78-2910-010","78-2910","value of item"
"78-2910-110","78-2910","value of item"
"78-2910-111","78-2910","value of item"
"78-2910-100","78-2910","value of item"
"78-2910-011","78-2910","value of item"
"78-2910-101","78-2910","value of item"
"78-2910-999","78-2910","value of item"
"78-2910-000","78-2910","value of item"
"1-2910-001","1-2910","value of item"
"1-2910-988","1-2910","value of item"
"1-2910-010","1-2910","value of item"
"1-2910-110","1-2910","value of item"
"1-2910-111","1-2910","value of item"
"1-2910-100","1-2910","value of item"
"1-2910-011","1-2910","value of item"
"1-2910-101","1-2910","value of item"
"1-2910-999","1-2910","value of item"
"1-2910-000","1-2910","value of item"
"26-2910-001","26-2910","value of item"
"26-2910-988","26-2910","value of item"
"26-2910-010","26-2910","value of item"
"26-2910-110","26-2910","value of item"
"26-2910-111","26-2910","value of item"
"26-2910-100","26-2910","value of item"
"26-2910-011","26-2910","value of item"
"26-2910-101","26-2910","value of item"
"26-2910-999","26-2910","value of item"
"26-2910-000","26-2910","value of item"
"34-2910-001","34-2910","value of item"
"34-2910-988","34-2910","value of item"
"34-2910-010","34-2910","value of item"
"34-2910-110","34-2910","value of item"
"34-2910-111","34-2910","value of item"
"34-2910-100","34-2910","value of item"
"34-2910-011","34-2910","value of item"
"34-2910-101","34-2910","value of item"
"34-2910-999","34-2910","value of item"
"34-2910-000","34-2910","value of item"
"73-2910-001","73-2910","value of item"
"73-2910-988","73-2910","value of item"
"73-2910-010","73-2910","value of item"
"73-2910-110","73-2910","value of item"
"73-2910-111","73-2910","value of item"
"73-2910-100","73-2910","value of item"
"73-2910-011","73-2910","value of item"
"73-2910-101","73-2910","value of item"
"73-2910-999","73-2910","value of item"
"73-2910-000","73-2910","value of item"
"5-2910-001","5-2910","value of item"
"5-2910-988","5-2910","value of item"
"5-2910-010","5-2910","value of item"
"5-2910-110","5-2910","value of item"
"5-2910-111","5-2910","value of item"
"5-2910-100","5-2910","value of item"
"5-2910-011","5-2910","value of item"
"5-2910-101","5-2910","value of item"
"5-2910-999","5-2910","value of item"
"5-2910-000","5-2910","value of item"
"84-2910-001","84-2910","value of item"
"84-2910-988","84-2910","value of item"
"84-2910-010","84-2910","value of item"
"84-2910-110","84-2910","value of item"
"84-2910-111","84-2910","value of item"
"84-2910-100","84-2910","value of item"
"84-2910-011","84-2910","value of item"
"84-2910-101","84-2910","value of item"
"84-2910-999","84-2910","value of item"
"84-2910-000","84-2910","value of item"
"81-2910-001","81-2910","value of item"
"81-2910-988","81-2910","value of item"
"81-2910-010","81-2910","value of item"
"81-2910-110","81-2910","value of item"
"81-2910-111","81-2910","value of item"
"81-2910-100","81-2910","value of item"
"81-2910-011","81-2910","value of item"
"81-2910-101","81-2910","value of item"
"81-2910-999","81-2910","value of item"
"81-2910-000","81-2910","value of item"
"27-2910-001","27-2910","value of item"
"27-2910-988","27-2910","value of item"
"27-2910-010","27-2910","value of item"
"27-2910-110","27-2910","value of item"
"27-2910-111","27-2910","value of item"
"27-2910-100","27-2910","value of item"
"27-2910-011","27-2910","value of item"
"27-2910-101","27-2910","value of item"
"27-2910-999","27-2910","value of item"
"27-2910-000","27-2910","value of item"
"79-2910-001","79-2910","value of item"
"79-2910-988","79-2910","value of item"
"79-2910-010","79-2910","value of item"
"79-2910-110","79-2910","value of item"
"79-2910-111","79-2910","value of item"
"79-2910-100","79-2910","value of item"
"79-2910-011","79-2910","value of item"
"79-2910-101","79-2910","value of item"
"79-2910-999","79-2910","value of item"
"79-2910-000","79-2910","value of item"
"10-2910-001","10-2910","value of item"
"10-2910-988","10-2910","value of item"
"10-2910-010","10-2910","value of item"
"10-2910-110","10-2910","value of item"
"10-2910-111","10-2910","value of item"
"10-2910-100","10-2910","value of item"
"10-2910-011","10-2910","value of item"
"10-2910-101","10-2910","value of item"
"10-2910-999","10-2910","value of item"
"10-2910-000","10-2910","value of item"
"33-2910-001","33-2910","value of item"
"33-2910-988","33-2910","value of item"
"33-2910-010","33-2910","value of item"
"33-2910-110","33-2910","value of item"
"33-2910-111","33-2910","value of item"
"33-2910-100","33-2910","value of item"
"33-2910-011","33-2910","value of item"
"33-2910-101","33-2910","value of item"
"33-2910-999","33-2910","value of item"
"33-2910-000","33-2910","value of item"
"12-2910-001","12-2910","value of item"
"12-2910-988","12-2910","value of item"
"12-2910-010","12-2910","value of item"
"12-2910-110","12-2910","value of item"
"12-2910-111","12-2910","value of item"
"12-2910-100","12-2910","value of item"
"12-2910-011","12-2910","value of item"
"12-2910-101","12-2910","value of item"
"12-2910-999","12-2910","value of item"
"12-2910-000","12-2910","value of item"
"7-2910-001","7-2910","value of item"
"7-2910-988","7-2910","value of item"
"7-2910-010","7-2910","value of item"
"7-2910-110","7-2910","value of item"
"7-2910-111","7-2910","value of item"
"7-2910-100","7-2910","value of item"
"7-2910-011","7-2910","value of item"
"7-2910-101","7-2910","value of item"
"7-2910-999","7-2910","value of item"
"7-2910-000","7-2910","value of item"
"35-2910-001","35-2910","value of item"
"35-2910-988","35-2910","value of item"
"35-2910-010","35-2910","value of item"
"35-2910-110","35-2910","value of item"
"35-2910-111","35-2910","value of item"
"35-2910-100","35-2910","value of item"
"35-2910-011","35-2910","value of item"
"35-2910-101","35-2910","value of item"
"35-2910-999","35-2910","value of item"
"35-2910-000","35-2910","value of item"
"29-2910-001","29-2910","value of item"
"29-2910-988","29-2910","value of item"
"29-2910-010","29-2910","value of item"
"29-2910-110","29-2910","value of item"
"29-2910-111","29-2910","value of item"
"29-2910-100","29-2910","value of item"
"29-2910-011","29-2910","value of item"
"29-2910-101","29-2910","value of item"
"29-2910-999","29-2910","value of item"
"29-2910-000","29-2910","value of item"
"86-2910-001","86-2910","value of item"
"86-2910-988","86-2910","value of item"
"86-2910-010","86-2910","value of item"
"86-2910-110","86-2910","value of item"
"86-2910-111","86-2910","value of item"
"86-2910-100","86-2910","value of item"
"86-2910-011","86-2910","value of item"
"86-2910-101","86-2910","value of item"
"86-2910-999","86-2910","value of item"
"86-2910-000","86-2910","value of item"
"30-2910-001","30-2910","value of item"
"30-2910-988","30-2910","value of item"
"30-2910-010","30-2910","value of item"
"30-2910-110","30-2910","value of item"
"30-2910-111","30-2910","value of item"
"30-2910-100","30-2910","value of item"
"30-2910-011","30-2910","value of item"
"30-2910-101","30-2910","value of item"
"30-2910-999","30-2910","value of item"
"30-2910-000","30-2910","value of item"
"17-2910-001","17-2910","value of item"
"17-2910-988","17-2910","value of item"
"17-2910-010","17-2910","value of item"
"17-2910-110","17-2910","value of item"
"17-2910-111","17-2910","value of item"
"17-2910-100","17-2910","value of item"
"17-2910-011","17-2910","value of item"
"17-2910-101","17-2910","value of item"
"17-2910-999","17-2910","value of item"
"17-2910-000","17-2910","value of item"
"13-2910-001","13-2910","value of item"
"13-2910-988","13-2910","value of item"
"13-2910-010","13-2910","value of item"
"13-2910-110","13-2910","value of item"
"13-2910-111","13-2910","value of item"
"13-2910-100","13-2910","value of item"
"13-2910-011","13-2910","value of item"
"13-2910-101","13-2910","value of item"
"13-2910-999","13-2910","value of item"
"13-2910-000","13-2910","value of item"
"80-2910-001","80-2910","value of item"
"80-2910-988","80-2910","value of item"
"80-2910-010","80-2910","value of item"
"80-2910-110","80-2910","value of item"
"80-2910-111","80-2910","value of item"
"80-2910-100","80-2910","value of item"
"80-2910-011","80-2910","value of item"
"80-2910-101","80-2910","value of item"
"80-2910-999","80-2910","value of item"
"80-2910-000","80-2910","value of item"
"77-2910-001","77-2910","value of item"
"77-2910-988","77-2910","value of item"
"77-2910-010","77-2910","value of item"
"77-2910-110","77-2910","value of item"
"77-2910-111","77-2910","value of item"
"77-2910-100","77-2910","value of item"
"77-2910-011","77-2910","value of item"
"77-2910-101","77-2910","value of item"
"77-2910-999","77-2910","value of item"
"77-2910-000","77-2910","value of item"
"40-2910-001","40-2910","value of item"
"40-2910-988","40-2910","value of item"
"40-2910-010","40-2910","value of item"
"40-2910-110","40-2910","value of item"
"40-2910-111","40-2910","value of item"
"40-2910-100","40-2910","value of item"
"40-2910-011","40-2910","value of item"
"40-2910-101","40-2910","value of item"
"40-2910-999","40-2910","value of item"
"40-2910-000","40-2910","value of item"
"32-2910-001","32-2910","value of item"
"32-2910-988","32-2910","value of item"
"32-2910-010","32-2910","value of item"
"32-2910-110","32-2910","value of item"
"32-2910-111","32-2910","value of item"
"32-2910-100","32-2910","value of item"
"32-2910-011","32-2910","value of item"
"32-2910-101","32-2910","value of item"
"32-2910-999","32-2910","value of item"
"32-2910-000","32-2910","value of item"
"39-2910-001","39-2910","value of item"
"39-2910-988","39-2910","value of item"
"39-2910-010","39-2910","value of item"
"39-2910-110","39-2910","value of item"
"39-2910-111","39-2910","value of item"
"39-2910-100","39-2910","value of item"
"39-2910-011","39-2910","value of item"
"39-2910-101","39-2910","value of item"
"39-2910-999","39-2910","value of item"
"39-2910-000","39-2910","value of item"
"87-2910-001","87-2910","value of item"
"87-2910-988","87-2910","value of item"
"87-2910-010","87-2910","value of item"
"87-2910-110","87-2910","value of item"
"87-2910-111","87-2910","value of item"
"87-2910-100","87-2910","value of item"
"87-2910-011","87-2910","value of item"
"87-2910-101","87-2910","value of item"
"87-2910-999","87-2910","value of item"
"87-2910-000","87-2910","value of item"
